Drug,Cell,Label
Sorafenib,RERFGC1B_STOMACH,Resistance
Sorafenib,RERFLCAI_LUNG,Resistance
Sorafenib,RERFLCMS_LUNG,Resistance
Sorafenib,RKO_LARGE_INTESTINE,Resistance
Sorafenib,RL952_ENDOMETRIUM,Resistance
Sorafenib,RPMI7951_SKIN,Resistance
Sorafenib,RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Sorafenib,RT112_URINARY_TRACT,Resistance
Sorafenib,RT4_URINARY_TRACT,Sensitivity
Sorafenib,RVH421_SKIN,Resistance
Sorafenib,SAOS2_BONE,Resistance
Sorafenib,SBC5_LUNG,Resistance
Sorafenib,SCABER_URINARY_TRACT,Resistance
Sorafenib,SCC25_UPPER_AERODIGESTIVE_TRACT,Resistance
Sorafenib,SCC9_UPPER_AERODIGESTIVE_TRACT,Resistance
Sorafenib,SF126_CENTRAL_NERVOUS_SYSTEM,Resistance
Sorafenib,SF295_CENTRAL_NERVOUS_SYSTEM,Resistance
Sorafenib,SH10TC_STOMACH,Resistance
Sorafenib,SHP77_LUNG,Resistance
Sorafenib,SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Sorafenib,SIMA_AUTONOMIC_GANGLIA,Resistance
Sorafenib,SJRH30_SOFT_TISSUE,Resistance
Sorafenib,SJSA1_BONE,Resistance
Sorafenib,SKBR3_BREAST,Resistance
Sorafenib,SKCO1_LARGE_INTESTINE,Resistance
Sorafenib,SKES1_BONE,Resistance
Sorafenib,SKHEP1_LIVER,Resistance
Sorafenib,SKLMS1_SOFT_TISSUE,Resistance
Sorafenib,SKLU1_LUNG,Resistance
Sorafenib,SKMEL2_SKIN,Resistance
Sorafenib,SKMEL24_SKIN,Resistance
Sorafenib,SKMEL30_SKIN,Resistance
Sorafenib,SKMEL31_SKIN,Resistance
Sorafenib,SKMEL5_SKIN,Resistance
Sorafenib,SKMES1_LUNG,Resistance
Sorafenib,SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Sorafenib,SKNAS_AUTONOMIC_GANGLIA,Resistance
Sorafenib,SKNBE2_AUTONOMIC_GANGLIA,Resistance
Sorafenib,SKNDZ_AUTONOMIC_GANGLIA,Resistance
Sorafenib,SKNFI_AUTONOMIC_GANGLIA,Resistance
Sorafenib,SKNSH_AUTONOMIC_GANGLIA,Resistance
Sorafenib,SKOV3_OVARY,Resistance
Sorafenib,SNGM_ENDOMETRIUM,Resistance
Sorafenib,SNU1_STOMACH,Resistance
Sorafenib,SNU16_STOMACH,Resistance
Sorafenib,SNU182_LIVER,Resistance
Sorafenib,SNU387_LIVER,Resistance
Sorafenib,SNU398_LIVER,Resistance
Sorafenib,SNU423_LIVER,Resistance
Sorafenib,SNU449_LIVER,Resistance
Sorafenib,SNU475_LIVER,Resistance
Sorafenib,SNUC2A_LARGE_INTESTINE,Resistance
Sorafenib,SQ1_LUNG,Resistance
Sorafenib,SU8686_PANCREAS,Resistance
Sorafenib,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Sorafenib,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Sorafenib,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Sorafenib,SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Sorafenib,SUIT2_PANCREAS,Resistance
Sorafenib,SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Sorafenib,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Sorafenib,SW1088_CENTRAL_NERVOUS_SYSTEM,Resistance
Sorafenib,SW1271_LUNG,Resistance
Sorafenib,SW1353_BONE,Resistance
Sorafenib,SW1417_LARGE_INTESTINE,Resistance
Sorafenib,SW1573_LUNG,Resistance
Sorafenib,SW1990_PANCREAS,Resistance
Sorafenib,SW403_LARGE_INTESTINE,Resistance
Sorafenib,SW48_LARGE_INTESTINE,Resistance
Sorafenib,SW480_LARGE_INTESTINE,Resistance
Sorafenib,SW579_THYROID,Resistance
Sorafenib,SW620_LARGE_INTESTINE,Resistance
Sorafenib,SW780_URINARY_TRACT,Resistance
Sorafenib,SW900_LUNG,Resistance
Sorafenib,T24_URINARY_TRACT,Resistance
Sorafenib,T3M10_LUNG,Resistance
Sorafenib,T47D_BREAST,Resistance
Sorafenib,T84_LARGE_INTESTINE,Resistance
Sorafenib,T98G_CENTRAL_NERVOUS_SYSTEM,Resistance
Sorafenib,TC71_BONE,Resistance
Sorafenib,TCCSUP_URINARY_TRACT,Resistance
Sorafenib,TE1_OESOPHAGUS,Resistance
Sorafenib,TE11_OESOPHAGUS,Resistance
Sorafenib,TE15_OESOPHAGUS,Resistance
Sorafenib,TE5_OESOPHAGUS,Resistance
Sorafenib,TE617T_SOFT_TISSUE,Resistance
Sorafenib,TE9_OESOPHAGUS,Resistance
Sorafenib,TEN_ENDOMETRIUM,Resistance
Sorafenib,TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Sorafenib,TOV112D_OVARY,Resistance
Sorafenib,TOV21G_OVARY,Resistance
Sorafenib,TT2609C02_THYROID,Resistance
Sorafenib,TYKNU_OVARY,Resistance
Sorafenib,U118MG_CENTRAL_NERVOUS_SYSTEM,Resistance
Sorafenib,U2OS_BONE,Resistance
Sorafenib,U87MG_CENTRAL_NERVOUS_SYSTEM,Resistance
Sorafenib,U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Sorafenib,UACC257_SKIN,Resistance
Sorafenib,UACC62_SKIN,Resistance
Sorafenib,UACC812_BREAST,Resistance
Sorafenib,UMUC3_URINARY_TRACT,Resistance
Sorafenib,VMRCLCD_LUNG,Resistance
Sorafenib,VMRCRCW_KIDNEY,Resistance
Sorafenib,VMRCRCZ_KIDNEY,Resistance
Sorafenib,WM115_SKIN,Resistance
Sorafenib,WM1799_SKIN,Resistance
Sorafenib,WM2664_SKIN,Resistance
Sorafenib,WM793_SKIN,Resistance
Sorafenib,WM88_SKIN,Resistance
Sorafenib,WM983B_SKIN,Resistance
Sorafenib,YKG1_CENTRAL_NERVOUS_SYSTEM,Resistance
Sorafenib,ZR751_BREAST,Resistance
Sorafenib,ZR7530_BREAST,Sensitivity
PD0325901,1321N1_CENTRAL_NERVOUS_SYSTEM,Resistance
PD0325901,22RV1_PROSTATE,Resistance
PD0325901,42MGBA_CENTRAL_NERVOUS_SYSTEM,Resistance
PD0325901,5637_URINARY_TRACT,Resistance
PD0325901,639V_URINARY_TRACT,Resistance
PD0325901,697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,769P_KIDNEY,Resistance
PD0325901,786O_KIDNEY,Resistance
PD0325901,8305C_THYROID,Sensitivity
PD0325901,8505C_THYROID,Sensitivity
PD0325901,8MGBA_CENTRAL_NERVOUS_SYSTEM,Resistance
PD0325901,A172_CENTRAL_NERVOUS_SYSTEM,Resistance
PD0325901,A204_SOFT_TISSUE,Resistance
PD0325901,A2058_SKIN,Sensitivity
PD0325901,A253_SALIVARY_GLAND,Resistance
PD0325901,A2780_OVARY,Sensitivity
PD0325901,A375_SKIN,Sensitivity
PD0325901,A549_LUNG,Sensitivity
PD0325901,A673_BONE,Resistance
PD0325901,ACHN_KIDNEY,Resistance
PD0325901,ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,AN3CA_ENDOMETRIUM,Resistance
PD0325901,ASPC1_PANCREAS,Sensitivity
PD0325901,AU565_BREAST,Resistance
PD0325901,AZ521_STOMACH,Resistance
PD0325901,BCPAP_THYROID,Resistance
PD0325901,BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity
PD0325901,BFTC909_KIDNEY,Resistance
PD0325901,BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,BT20_BREAST,Resistance
PD0325901,BT474_BREAST,Resistance
PD0325901,BT549_BREAST,Resistance
PD0325901,BXPC3_PANCREAS,Sensitivity
PD0325901,C2BBE1_LARGE_INTESTINE,Resistance
PD0325901,C32_SKIN,Sensitivity
PD0325901,C3A_LIVER,Sensitivity
PD0325901,CAKI2_KIDNEY,Resistance
PD0325901,CAL12T_LUNG,Sensitivity
PD0325901,CAL27_UPPER_AERODIGESTIVE_TRACT,Sensitivity
PD0325901,CAL78_BONE,Resistance
PD0325901,CAL851_BREAST,Sensitivity
PD0325901,CALU1_LUNG,Resistance
PD0325901,CALU3_LUNG,Resistance
PD0325901,CALU6_LUNG,Sensitivity
PD0325901,CAMA1_BREAST,Resistance
PD0325901,CAPAN2_PANCREAS,Sensitivity
PD0325901,CAS1_CENTRAL_NERVOUS_SYSTEM,Resistance
PD0325901,CCK81_LARGE_INTESTINE,Resistance
PD0325901,CHL1_SKIN,Resistance
PD0325901,CHP212_AUTONOMIC_GANGLIA,Sensitivity
PD0325901,CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,COLO201_LARGE_INTESTINE,Sensitivity
PD0325901,COLO205_LARGE_INTESTINE,Sensitivity
PD0325901,COLO320_LARGE_INTESTINE,Resistance
PD0325901,COLO678_LARGE_INTESTINE,Sensitivity
PD0325901,COLO679_SKIN,Sensitivity
PD0325901,COLO741_SKIN,Sensitivity
PD0325901,CORL105_LUNG,Resistance
PD0325901,CORL23_LUNG,Resistance
PD0325901,COV318_OVARY,Resistance
PD0325901,COV504_OVARY,Resistance
PD0325901,DAOY_CENTRAL_NERVOUS_SYSTEM,Resistance
PD0325901,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,Resistance
PD0325901,DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,DETROIT562_UPPER_AERODIGESTIVE_TRACT,Resistance
PD0325901,DKMG_CENTRAL_NERVOUS_SYSTEM,Resistance
PD0325901,DMS114_LUNG,Resistance
PD0325901,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,DU145_PROSTATE,Resistance
PD0325901,DV90_LUNG,Sensitivity
PD0325901,EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,EBC1_LUNG,Sensitivity
PD0325901,EFE184_ENDOMETRIUM,Resistance
PD0325901,EFM19_BREAST,Resistance
PD0325901,EFO21_OVARY,Resistance
PD0325901,EFO27_OVARY,Resistance
PD0325901,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity
PD0325901,EN_ENDOMETRIUM,Resistance
PD0325901,ES2_OVARY,Sensitivity
PD0325901,ESS1_ENDOMETRIUM,Resistance
PD0325901,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity
PD0325901,FADU_UPPER_AERODIGESTIVE_TRACT,Resistance
PD0325901,FU97_STOMACH,Sensitivity
PD0325901,FUOV1_OVARY,Resistance
PD0325901,G361_SKIN,Sensitivity
PD0325901,G401_SOFT_TISSUE,Resistance
PD0325901,G402_SOFT_TISSUE,Resistance
PD0325901,GAMG_CENTRAL_NERVOUS_SYSTEM,Resistance
PD0325901,GB1_CENTRAL_NERVOUS_SYSTEM,Resistance
PD0325901,GCIY_STOMACH,Resistance
PD0325901,GCT_SOFT_TISSUE,Resistance
PD0325901,GI1_CENTRAL_NERVOUS_SYSTEM,Resistance
PD0325901,GMS10_CENTRAL_NERVOUS_SYSTEM,Resistance
PD0325901,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,H4_CENTRAL_NERVOUS_SYSTEM,Resistance
PD0325901,HARA_LUNG,Resistance
PD0325901,HCC1187_BREAST,Resistance
PD0325901,HCC1395_BREAST,Resistance
PD0325901,HCC15_LUNG,Resistance
PD0325901,HCC1569_BREAST,Resistance
PD0325901,HCC1806_BREAST,Resistance
PD0325901,HCC1954_BREAST,Resistance
PD0325901,HCC2935_LUNG,Resistance
PD0325901,HCC4006_LUNG,Resistance
PD0325901,HCC44_LUNG,Resistance
PD0325901,HCC56_LARGE_INTESTINE,Sensitivity
PD0325901,HCC70_BREAST,Resistance
PD0325901,HCC78_LUNG,Resistance
PD0325901,HCC827_LUNG,Resistance
PD0325901,HCT116_LARGE_INTESTINE,Sensitivity
PD0325901,HCT15_LARGE_INTESTINE,Resistance
PD0325901,HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity
PD0325901,HDQP1_BREAST,Resistance
PD0325901,HEC151_ENDOMETRIUM,Sensitivity
PD0325901,HEC1A_ENDOMETRIUM,Resistance
PD0325901,HEC1B_ENDOMETRIUM,Resistance
PD0325901,HEC251_ENDOMETRIUM,Resistance
PD0325901,HEC265_ENDOMETRIUM,Resistance
PD0325901,HEC59_ENDOMETRIUM,Resistance
PD0325901,HEC6_ENDOMETRIUM,Resistance
PD0325901,HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,HEP3B217_LIVER,Resistance
PD0325901,HEPG2_LIVER,Sensitivity
PD0325901,HEYA8_OVARY,Sensitivity
PD0325901,HGC27_STOMACH,Resistance
PD0325901,HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,HLE_LIVER,Resistance
PD0325901,HLF_LIVER,Resistance
PD0325901,HMC18_BREAST,Sensitivity
PD0325901,HMCB_SKIN,Resistance
PD0325901,HOS_BONE,Resistance
PD0325901,HPAC_PANCREAS,Sensitivity
PD0325901,HPAFII_PANCREAS,Sensitivity
PD0325901,HS229T_LUNG,Resistance
PD0325901,HS294T_SKIN,Resistance
PD0325901,HS578T_BREAST,Resistance
PD0325901,HS683_CENTRAL_NERVOUS_SYSTEM,Resistance
PD0325901,HS695T_SKIN,Sensitivity
PD0325901,HS729_SOFT_TISSUE,Resistance
PD0325901,HS739T_BREAST,Resistance
PD0325901,HS746T_STOMACH,Resistance
PD0325901,HS766T_PANCREAS,Sensitivity
PD0325901,HS840T_UPPER_AERODIGESTIVE_TRACT,Resistance
PD0325901,HS852T_SKIN,Resistance
PD0325901,HS895T_SKIN,Resistance
PD0325901,HS936T_SKIN,Sensitivity
PD0325901,HS939T_SKIN,Sensitivity
PD0325901,HS944T_SKIN,Sensitivity
PD0325901,HSC2_UPPER_AERODIGESTIVE_TRACT,Resistance
PD0325901,HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,HT1080_SOFT_TISSUE,Sensitivity
PD0325901,HT1197_URINARY_TRACT,Resistance
PD0325901,HT1376_URINARY_TRACT,Resistance
PD0325901,HT144_SKIN,Sensitivity
PD0325901,HT29_LARGE_INTESTINE,Sensitivity
PD0325901,HUCCT1_BILIARY_TRACT,Resistance
PD0325901,HUH1_LIVER,Resistance
PD0325901,HUPT3_PANCREAS,Sensitivity
PD0325901,HUPT4_PANCREAS,Sensitivity
PD0325901,HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity
PD0325901,IALM_LUNG,Resistance
PD0325901,IGR37_SKIN,Sensitivity
PD0325901,IGR39_SKIN,Resistance
PD0325901,IGROV1_OVARY,Resistance
PD0325901,IM95_STOMACH,Sensitivity
PD0325901,IMR32_AUTONOMIC_GANGLIA,Resistance
PD0325901,IPC298_SKIN,Sensitivity
PD0325901,ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,Resistance
PD0325901,ISTMES1_PLEURA,Resistance
PD0325901,ISTMES2_PLEURA,Resistance
PD0325901,J82_URINARY_TRACT,Resistance
PD0325901,JHH2_LIVER,Resistance
PD0325901,JHH4_LIVER,Resistance
PD0325901,JHH5_LIVER,Sensitivity
PD0325901,JHH6_LIVER,Resistance
PD0325901,JHH7_LIVER,Sensitivity
PD0325901,JHOS2_OVARY,Resistance
PD0325901,JHOS4_OVARY,Resistance
PD0325901,JHUEM2_ENDOMETRIUM,Resistance
PD0325901,JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,JMSU1_URINARY_TRACT,Resistance
PD0325901,JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,K029AX_SKIN,Sensitivity
PD0325901,KALS1_CENTRAL_NERVOUS_SYSTEM,Resistance
PD0325901,KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity
PD0325901,KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity
PD0325901,KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,KCIMOH1_PANCREAS,Sensitivity
PD0325901,KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity
PD0325901,KE39_STOMACH,Resistance
PD0325901,KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,KELLY_AUTONOMIC_GANGLIA,Resistance
PD0325901,KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity
PD0325901,KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,KLE_ENDOMETRIUM,Resistance
PD0325901,KMBC2_URINARY_TRACT,Resistance
PD0325901,KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,KMRC1_KIDNEY,Resistance
PD0325901,KMRC2_KIDNEY,Resistance
PD0325901,KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,KNS42_CENTRAL_NERVOUS_SYSTEM,Resistance
PD0325901,KNS60_CENTRAL_NERVOUS_SYSTEM,Resistance
PD0325901,KNS62_LUNG,Resistance
PD0325901,KNS81_CENTRAL_NERVOUS_SYSTEM,Resistance
PD0325901,KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity
PD0325901,KP2_PANCREAS,Sensitivity
PD0325901,KP3_PANCREAS,Resistance
PD0325901,KP4_PANCREAS,Resistance
PD0325901,KPNSI9S_AUTONOMIC_GANGLIA,Sensitivity
PD0325901,KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity
PD0325901,KURAMOCHI_OVARY,Resistance
PD0325901,KYM1_SOFT_TISSUE,Resistance
PD0325901,KYSE140_OESOPHAGUS,Resistance
PD0325901,KYSE150_OESOPHAGUS,Resistance
PD0325901,KYSE180_OESOPHAGUS,Resistance
PD0325901,KYSE30_OESOPHAGUS,Sensitivity
PD0325901,KYSE410_OESOPHAGUS,Resistance
PD0325901,KYSE450_OESOPHAGUS,Resistance
PD0325901,KYSE510_OESOPHAGUS,Resistance
PD0325901,KYSE520_OESOPHAGUS,Resistance
PD0325901,KYSE70_OESOPHAGUS,Sensitivity
PD0325901,L33_PANCREAS,Resistance
PD0325901,L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,LC1SQSF_LUNG,Resistance
PD0325901,LCLC103H_LUNG,Resistance
PD0325901,LN18_CENTRAL_NERVOUS_SYSTEM,Resistance
PD0325901,LN229_CENTRAL_NERVOUS_SYSTEM,Resistance
PD0325901,LOUNH91_LUNG,Resistance
PD0325901,LOXIMVI_SKIN,Resistance
PD0325901,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,LS123_LARGE_INTESTINE,Resistance
PD0325901,LS411N_LARGE_INTESTINE,Sensitivity
PD0325901,LS513_LARGE_INTESTINE,Sensitivity
PD0325901,LU99_LUNG,Sensitivity
PD0325901,LUDLU1_LUNG,Resistance
PD0325901,MALME3M_SKIN,Sensitivity
PD0325901,MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,MCAS_OVARY,Resistance
PD0325901,MCF7_BREAST,Resistance
PD0325901,MDAMB157_BREAST,Resistance
PD0325901,MDAMB175VII_BREAST,Resistance
PD0325901,MDAMB415_BREAST,Resistance
PD0325901,MDAMB435S_SKIN,Sensitivity
PD0325901,MDAMB436_BREAST,Resistance
PD0325901,MDAMB453_BREAST,Resistance
PD0325901,MDAMB468_BREAST,Resistance
PD0325901,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity
PD0325901,MELHO_SKIN,Sensitivity
PD0325901,MESSA_SOFT_TISSUE,Resistance
PD0325901,MEWO_SKIN,Resistance
PD0325901,MFE280_ENDOMETRIUM,Resistance
PD0325901,MFE296_ENDOMETRIUM,Resistance
PD0325901,MFE319_ENDOMETRIUM,Resistance
PD0325901,MG63_BONE,Resistance
PD0325901,MHHES1_BONE,Sensitivity
PD0325901,MIAPACA2_PANCREAS,Sensitivity
PD0325901,MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,MKN45_STOMACH,Sensitivity
PD0325901,MKN7_STOMACH,Resistance
PD0325901,MKN74_STOMACH,Resistance
PD0325901,MOGGCCM_CENTRAL_NERVOUS_SYSTEM,Resistance
PD0325901,MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,MORCPR_LUNG,Resistance
PD0325901,MPP89_PLEURA,Resistance
PD0325901,MSTO211H_PLEURA,Resistance
PD0325901,NCIH1048_LUNG,Resistance
PD0325901,NCIH1092_LUNG,Resistance
PD0325901,NCIH1155_LUNG,Resistance
PD0325901,NCIH1184_LUNG,Resistance
PD0325901,NCIH1299_LUNG,Sensitivity
PD0325901,NCIH1339_LUNG,Resistance
PD0325901,NCIH1341_LUNG,Resistance
PD0325901,NCIH1355_LUNG,Sensitivity
PD0325901,NCIH1373_LUNG,Resistance
PD0325901,NCIH1563_LUNG,Resistance
PD0325901,NCIH1568_LUNG,Resistance
PD0325901,NCIH1573_LUNG,Resistance
PD0325901,NCIH1581_LUNG,Resistance
PD0325901,NCIH1648_LUNG,Resistance
PD0325901,NCIH1650_LUNG,Resistance
PD0325901,NCIH1651_LUNG,Resistance
PD0325901,NCIH1666_LUNG,Sensitivity
PD0325901,NCIH1693_LUNG,Resistance
PD0325901,NCIH1694_LUNG,Resistance
PD0325901,NCIH1703_LUNG,Resistance
PD0325901,NCIH1792_LUNG,Resistance
PD0325901,NCIH1793_LUNG,Resistance
PD0325901,NCIH1869_LUNG,Resistance
PD0325901,NCIH1915_LUNG,Sensitivity
PD0325901,NCIH1944_LUNG,Sensitivity
PD0325901,NCIH1975_LUNG,Resistance
PD0325901,NCIH2009_LUNG,Resistance
PD0325901,NCIH2023_LUNG,Resistance
PD0325901,NCIH2030_LUNG,Resistance
PD0325901,NCIH2052_PLEURA,Resistance
PD0325901,NCIH2085_LUNG,Resistance
PD0325901,NCIH2087_LUNG,Sensitivity
PD0325901,NCIH211_LUNG,Resistance
PD0325901,NCIH2122_LUNG,Sensitivity
PD0325901,NCIH2170_LUNG,Resistance
PD0325901,NCIH2172_LUNG,Resistance
PD0325901,NCIH2228_LUNG,Resistance
PD0325901,NCIH226_LUNG,Resistance
PD0325901,NCIH2286_LUNG,Resistance
PD0325901,NCIH23_LUNG,Resistance
PD0325901,NCIH2444_LUNG,Sensitivity
PD0325901,NCIH2452_PLEURA,Resistance
PD0325901,NCIH28_PLEURA,Resistance
PD0325901,NCIH322_LUNG,Sensitivity
PD0325901,NCIH3255_LUNG,Resistance
PD0325901,NCIH358_LUNG,Sensitivity
PD0325901,NCIH441_LUNG,Resistance
PD0325901,NCIH460_LUNG,Resistance
PD0325901,NCIH520_LUNG,Resistance
PD0325901,NCIH522_LUNG,Resistance
PD0325901,NCIH647_LUNG,Resistance
PD0325901,NCIH650_LUNG,Resistance
PD0325901,NCIH661_LUNG,Resistance
PD0325901,NCIH727_LUNG,Sensitivity
PD0325901,NCIH747_LARGE_INTESTINE,Sensitivity
PD0325901,NCIH810_LUNG,Resistance
PD0325901,NCIN87_STOMACH,Resistance
PD0325901,NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity
PD0325901,NIHOVCAR3_OVARY,Resistance
PD0325901,NUGC3_STOMACH,Resistance
PD0325901,NUGC4_STOMACH,Sensitivity
PD0325901,OC314_OVARY,Resistance
PD0325901,OC315_OVARY,Resistance
PD0325901,OC316_OVARY,Resistance
PD0325901,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity
PD0325901,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity
PD0325901,OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,OCUM1_STOMACH,Sensitivity
PD0325901,OE33_OESOPHAGUS,Resistance
PD0325901,ONCODG1_OVARY,Resistance
PD0325901,ONS76_CENTRAL_NERVOUS_SYSTEM,Sensitivity
PD0325901,OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,OV90_OVARY,Sensitivity
PD0325901,OVCAR4_OVARY,Resistance
PD0325901,OVCAR8_OVARY,Resistance
PD0325901,OVMANA_OVARY,Resistance
PD0325901,OVSAHO_OVARY,Resistance
PD0325901,OVTOKO_OVARY,Resistance
PD0325901,P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity
PD0325901,P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,PANC0203_PANCREAS,Sensitivity
PD0325901,PANC0327_PANCREAS,Resistance
PD0325901,PANC0403_PANCREAS,Sensitivity
PD0325901,PANC1005_PANCREAS,Sensitivity
PD0325901,PATU8902_PANCREAS,Resistance
PD0325901,PC14_LUNG,Resistance
PD0325901,PC3_PROSTATE,Resistance
PD0325901,PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,PK1_PANCREAS,Resistance
PD0325901,PK45H_PANCREAS,Sensitivity
PD0325901,PK59_PANCREAS,Sensitivity
PD0325901,PL45_PANCREAS,Sensitivity
PD0325901,PLCPRF5_LIVER,Resistance
PD0325901,PSN1_PANCREAS,Sensitivity
PD0325901,QGP1_PANCREAS,Sensitivity
PD0325901,RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,RD_SOFT_TISSUE,Sensitivity
PD0325901,REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PD0325901,RERFGC1B_STOMACH,Resistance
PD0325901,RERFLCAI_LUNG,Resistance
